question_id,question,model_answer_raw,model_answer_norm,correct_answer,is_correct,k_level
ISTQB-C-v1.6-15,"Given the following example defects:
i. Two different parts of the design specification disagree due to the complexity of the design
ii. A response time is too long and so makes users lose patience
iii. A path in the code cannot be reached during execution
iv. A variable is declared but never subsequently used in the program
v. The amount of memory needed by the program to generate a report is too high
Which of the following BEST identifies example defects that could be found by static testing (rather than dynamic testing)?","To determine which options best identify defects that could be found by static testing rather than dynamic testing, let's understand the differences between static and dynamic testing.

### Static Testing
- **Definition**: This type of testing involves analyzing the software without actually executing it. It checks the source code and documentation for errors and issues.
- **Scope**: Can analyze the structure, design, and code for potential problems before any execution takes place.

### Dynamic Testing
- **Definition**: This type of testing involves running the software with actual data to check its behavior and performance under real-world conditions.
- **Scope**: Focuses on verifying the software's behavior and functionality through execution.

Now, let's analyze each example defect:

1. **Two different parts of the design specification disagree due to the complexity of the design**  
   - **Static Testing**: This can be identified during static analysis as the inconsistency between design specifications.
   - **Dynamic Testing**: This is more likely to be caught after the system has been executed and the discrepancies are observed.

2. **A response time is too long and so makes users lose patience**  
   - **Static Testing**: This can be identified statically if the response time is a concern during the design phase or while reviewing the algorithm.
   - **Dynamic Testing**: This would typically be caught dynamically when the system is executed and the user experience is monitored.

3. **A path in the code cannot be reached during execution**  
   - **Static Testing**: This can be identified statically using tools like static analyzers which can find unreachable code paths.
   - **Dynamic Testing**: This is not possible to catch dynamically since the path is not executed.

4. **A variable is declared but never subsequently used in the program**  
   - **Static Testing**: This can be identified statically using static analyzers which detect unused variables.
   - **Dynamic Testing**: This would only be detected dynamically if the program actually runs and the variable is never assigned a value.

5. **The amount of memory needed by the program to generate a report is too high**  
   - **Static Testing**: This can be identified statically using tools that measure memory usage, which can catch such issues early in development.
   - **Dynamic Testing**: This would only be detected dynamically if the program is run and the memory usage is observed.

Based on this analysis, the best options that identify defects that could be found by static testing are:
- i, iii, iv

Therefore, the correct answer is:
**C: i, iii, iv**",C,D,False,K1
ISTQB-C-v1.6-16,Which of the following is a benefit of early and frequent stakeholder feedback?,"The benefits of early and frequent stakeholder feedback include several key advantages:

- **Option A:** Changes to requirements are understood and implemented earlier. This is correct. Early feedback allows teams to make adjustments in the early stages of development, reducing the cost and complexity of making changes later.
  
- **Option B:** It ensures business stakeholders understand user requirements. This is also accurate. Frequent feedback helps ensure that the project aligns with the needs and expectations of the end-users or stakeholders, leading to more successful outcomes.

- **Option C:** It allows product owners to change their requirements as often as they want. While it's true that frequent feedback enables constant changes, this is not necessarily beneficial. Too many changes can lead to scope creep and increased costs. However, controlled and timely changes can be beneficial.

- **Option D:** End users are told which requirements will not be implemented prior to release. This is generally not a benefit. The primary purpose of feedback is to inform changes and improvements, not to inform about what won't be included in the final product.

Given these points, all options have merit, but Option A and Option B are most commonly recognized as significant benefits of early and frequent stakeholder feedback. Therefore, I would select both A and B as the best answers. However, if you must choose one, **Option A** (Changes to requirements are understood and implemented earlier) is perhaps the most universally beneficial and widely recognized benefit.",A,A,True,K1
ISTQB-C-v1.6-17,"Given the following review types:
1. Technical review
2. Informal review
3. Inspection
4. Walkthrough
And the following descriptions:
A. Includes objectives such as gaining consensus, generating new ideas, and motivating authors to improve
B. Includes objectives such as educating reviewers, gaining consensus, generating new ideas and detecting potential defects
C. The main objective is detecting potential defects and it requires metrics collection to support process improvement
D. The main objective is detecting potential defects and it generates no formal documented output
Which of the following BEST matches the review types and the descriptions?","To determine which option best matches the review types and descriptions, let's analyze each description and compare them with the given review types:

### Review Types:
1. **Technical review**
   - Includes objectives such as gaining consensus, generating new ideas, and motivating authors to improve
2. **Informal review**
   - Includes objectives such as educating reviewers, gaining consensus, generating new ideas, and detecting potential defects
3. **Inspection**
   - The main objective is detecting potential defects and it requires metrics collection to support process improvement
4. **Walkthrough**
   - The main objective is detecting potential defects and it generates no formal documented output

### Descriptions:
A. Includes objectives such as gaining consensus, generating new ideas, and motivating authors to improve
B. Includes objectives such as educating reviewers, gaining consensus, generating new ideas, and detecting potential defects
C. The main objective is detecting potential defects and it requires metrics collection to support process improvement
D. The main objective is detecting potential defects and it generates no formal documented output

Now, let's match each description to its corresponding review type:

- **Description A**: ""Includes objectives such as gaining consensus, generating new ideas, and motivating authors to improve""
  - This matches with the **Technical review** (Option 1A).

- **Description B**: ""Includes objectives such as educating reviewers, gaining consensus, generating new ideas, and detecting potential defects""
  - This matches with the **Informal review** (Option 2B).

- **Description C**: ""The main objective is detecting potential defects and it requires metrics collection to support process improvement""
  - This matches with the **Inspection** (Option 3C).

- **Description D**: ""The main objective is detecting potential defects and it generates no formal documented output""
  - This matches with the **Walkthrough** (Option 4D).

Therefore, the correct answer is:
```
D: '1C, 2D, 3A, 4B'
```",D,B,False,K2
ISTQB-C-v1.6-18,Which of the following is a factor that contributes to a successful review?,"To determine which factors contribute to a successful review, let's analyze each option:

A. **Ensure management participate as reviewers**
   - Management participation can be crucial for ensuring alignment with business objectives and addressing strategic issues. However, it's not always necessary for every review, depending on the type and scope of the review.

B. **Split large work products into smaller parts**
   - Breaking down large documents or projects into smaller, manageable pieces can make reviews more feasible and help catch errors more easily. This approach is particularly useful when dealing with extensive work products.

C. **Set reviewer evaluation as an objective**
   - Establishing clear, measurable goals for the review process helps ensure that the review is conducted effectively and efficiently. It also keeps all stakeholders aligned and motivated.

D. **Plan to cover one document per review**
   - Focusing on one document at a time can lead to more thorough and focused reviews. This method reduces the risk of missing important details that might be scattered across multiple documents.

Based on the analysis, all four options can contribute to a successful review. However, they do so in different ways:

- Option A focuses on the involvement of management.
- Option B emphasizes breaking down large work products.
- Option C stresses setting clear objectives.
- Option D highlights the importance of focusing on one document at a time.

So, the correct answer would be that all these factors (A, B, C, and D) contribute to a successful review.",A,B,False,K1
ISTQB-C-v1.6-19,What is the MAIN difference between black-box test techniques and experience-based test techniques?,"The main differences between black-box test techniques and experience-based test techniques lie more in their approach rather than in the options provided, but based on the given options:

- **Option A: The test object** - This is not a significant difference. Both black-box and experience-based techniques focus on the system or software's external behavior.

- **Option B: The test level at which the test technique is used** - This could be considered a difference, as black-box testing is often used at the system or integration level, while experience-based testing might be more focused on the requirements or user stories.

- **Option C: The test basis** - Black-box testing is primarily based on the system's inputs and outputs without detailed knowledge of the internal workings, whereas experience-based testing relies heavily on the tester's previous experience with similar systems or software.

- **Option D: The software development lifecycle (SDLC) in which the test technique can be used** - This is also not a significant difference. Both types of testing can be used across different phases of the SDLC.

Therefore, based on the provided options, the most fitting answer would be:

**Option C: The test basis**

Experience-based test techniques are based on the tester's past experiences, whereas black-box test techniques are based on the system's external behavior and interfaces.",C,C,True,K1
ISTQB-C-v1.6-20,"You are testing a PIN validator, which accepts valid PINs and rejects invalid PINs. A PIN is a sequence of digits. A PIN is valid if it consists of four digits, which are not all the same digit. You have identified the following valid equivalence partitions:
Variable: PIN code length
- The partition “length correct” (four-digit PINs)
- The partition “length incorrect” (PINs with length other than 4)
Variable: Number of different digits
- The partition “number of different digits correct” (PINs with at least two different digits)
- The partition “number of different digits incorrect” (PINs with all digits being the same)
Which of the following is the BEST set of input test data to cover the identified equivalence partitions?","To effectively cover the identified equivalence partitions, we need to select test cases that span across the different partitions for both the PIN length and the number of different digits.

### Equivalence Partitions

#### PIN Length
1. **Length Correct**: Four-digit PINs
2. **Length Incorrect**: PINs with length other than 4

#### Number of Different Digits
1. **Number of Different Digits Correct**: PINs with at least two different digits
2. **Number of Different Digits Incorrect**: PINs with all digits being the same

### Best Set of Test Data
Let's analyze each option:

**Option A:** `'12, 1111, 1234, 12345'`
- `'12'` is a four-digit PIN but has only one unique digit.
- `'1111'` is a four-digit PIN but all digits are the same.
- `'1234'` is a four-digit PIN and has four different digits.
- `'12345'` is a five-digit PIN but has four different digits.

This option covers:
- **Length Correct**: `'1234'`
- **Length Incorrect**: `'12345'`

But it does not fully cover:
- **Number of Different Digits Correct**: Only `'1234'` has at least two different digits, while `'1111'` does not.
- **Number of Different Digits Incorrect**: No PIN in this set has all digits the same.

**Option B:** `'1, 123, 1111, 1234'`
- `'1'` is a one-digit PIN and thus not a valid PIN.
- `'123'` is a three-digit PIN and has only one unique digit.
- `'1111'` is a four-digit PIN but all digits are the same.
- `'1234'` is a four-digit PIN and has four different digits.

This option covers:
- **Length Correct**: `'1234'`
- **Length Incorrect**: `'1111'`
- **Number of Different Digits Correct**: `'1234'`
- **Number of Different Digits Incorrect**: `'1111'`

This option fully covers all the partitions.

**Option C:** `'11, 12, 1111, 123",C,A,False,K2
ISTQB-C-v1.6-21,A developer was asked to implement the following business rule: INPUT: value (integer number) IF (value ≤ 100 OR value ≥ 200) THEN write “value incorrect” ELSE write “value OK” You design the test cases using 2-value boundary value analysis. Which of the following sets of test inputs achieves the greatest coverage?,"To determine which set of test inputs achieves the greatest coverage according to 2-value boundary value analysis, let's first understand what boundary value analysis is. This method selects test inputs that are at the boundaries of the input domain and also at the extreme values within the input domain.

The business rule states:
- If \( \text{value} \leq 100 \) or \( \text{value} \geq 200 \), then ""value incorrect"".
- Otherwise, ""value OK"".

### Boundary Value Analysis
In this context, the boundaries for the value are 100 and 200. We should consider values just below and above these boundaries as well as some typical values in the middle range.

### Options

**Option A:** `100, 150, 200, 201`
- **100**: This is on the lower boundary.
- **150**: This is a typical value in the middle range.
- **200**: This is on the upper boundary.
- **201**: This is just above the upper boundary.

**Option B:** `99, 100, 200, 201`
- **99**: This is just below the lower boundary.
- **100**: This is on the lower boundary.
- **200**: This is on the upper boundary.
- **201**: This is just above the upper boundary.

**Option C:** `98, 99, 100, 101`
- **98**: This is just below the lower boundary.
- **99**: This is just below the lower boundary.
- **100**: This is on the lower boundary.
- **101**: This is just above the lower boundary.

**Option D:** `101, 150, 199, 200`
- **101**: This is just above the lower boundary.
- **150**: This is a typical value in the middle range.
- **199**: This is just below the upper boundary.
- **200**: This is on the upper boundary.

### Analysis

Let's analyze each option:

- **Option A** covers:
  - Lower boundary: 100
  - Upper boundary: 200
  - Typical middle value: 150",A,D,False,K3
ISTQB-C-v1.6-22,"You are working on a project to develop a system to analyze driving test results. You have been asked to design test cases based on the following decision table.
||R1|R2|R3|
|-------------:|:-------------:|:-------------:|:-------------:|
|C1: First attempt at the exam?|-|-|F|
| C2: Theoretical exam passed?|T|F|-|
| C3: Practical exam passed?|T|-|F|
| Issue a driving license?|X|||
| Request additional driving lessons?|||X|
| Request to take the exam again?||X||

What test data will show that there are contradictory rules in the decision table?","To identify contradictory rules in the decision table, we need to look for rows where different actions (like issuing a license, requesting lessons, or taking another test) are suggested by different combinations of conditions. 

Looking at the decision table:

||R1|R2|R3|
|-------------:|:-------------:|:-------------:|:-------------:|
|C1: First attempt at the exam?|-|-|F|
| C2: Theoretical exam passed?|T|F|-|
| C3: Practical exam passed?|T|-|F|
| Issue a driving license?|X|||
| Request additional driving lessons?|||X|
| Request to take the exam again?||X||

We can see:
- When `C1` is `T`, `C3` is `F`, and `C2` is `T`, it states ""Issue a driving license"" (`X`). However, when `C1` is `T`, `C2` is `T`, and `C3` is `F`, it also states ""Issue a driving license"" (`X`). This creates a contradiction because if `C1` is `T` and both `C2` and `C3` are `T`, then according to the decision table, it should issue a driving license. But with `C3` being `F`, it suggests not issuing a license.

So, the test data that shows contradictory rules would be:

**Option A: C1 = T, C2 = T, C3 = F**

With this combination, the decision table suggests issuing a driving license, but with the same combination but `C3` as `T` (Option C1 = T, C2 = T, C3 = T), the decision table also suggests issuing a driving license. This creates a contradiction.

Therefore, the answer is **Option A**.",A,D,False,K3
ISTQB-C-v1.6-23,"You are designing test cases based on the following state transition diagram:From the START state:
- A “Room request” event leads to the REQUESTING state.

From the REQUESTING state:
- If the room is “Available”, the system transitions to the CONFIRMED state.
- If the room is “Not available”, the system transitions to the WAITING LIST state.

From the WAITING LIST state:
- If the room becomes “Available”, the system transitions to the CONFIRMED state.
- If the user “Cancel”s the request, the system transitions to the END state.

From the CONFIRMED state:
- A “Pay” event leads to the END state.

From the END state, there are no further transitions.

What is the MINIMUM number of test cases required to achieve 100% valid transitions coverage?","To achieve 100% valid transitions coverage, we need to ensure that every possible state transition is tested at least once. Let's analyze the state transition diagram and identify all the transitions:

### States and Events:
- **States**: START, REQUESTING, WAITING LIST, CONFIRMED, END
- **Events**: Room request, Available, Not available, Cancel, Pay

### Transitions:
1. **START -> REQUESTING (Room request)**
2. **REQUESTING -> CONFIRMED (Available)**
3. **REQUESTING -> WAITING LIST (Not available)**
4. **WAITING LIST -> CONFIRMED (Available)**
5. **WAITING LIST -> END (Cancel)**
6. **CONFIRMED -> END (Pay)**
7. **END**

### Valid Transitions:
- **START -> REQUESTING** (1)
- **REQUESTING -> CONFIRMED** (2)
- **REQUESTING -> WAITING LIST** (3)
- **WAITING LIST -> CONFIRMED** (4)
- **WAITING LIST -> END** (5)
- **CONFIRMED -> END** (6)

Each state has at least one outgoing transition, and all these transitions must be covered to achieve 100% valid transitions coverage. Thus, we need to test each of these transitions:

1. **Test START -> REQUESTING**
2. **Test REQUESTING -> CONFIRMED**
3. **Test REQUESTING -> WAITING LIST**
4. **Test WAITING LIST -> CONFIRMED**
5. **Test WAITING LIST -> END**
6. **Test CONFIRMED -> END**

Therefore, the minimum number of test cases required is 6.

The correct answer is **D: 6**.",D,A,False,K3
ISTQB-C-v1.6-24,"You want to apply branch testing to the code represented by the following control flow graph.
- From A to B
- From B to C
- From C: If True, go to D. If False, go to I.
- From D to E
- From E to F
- From F: If True, go to G. If False, go to H.
- From G to C
- From H to C

How many coverage items do you need to test?","To determine the number of coverage items needed for branch testing in this control flow graph, we need to consider all possible paths through the graph and the branches within those paths.

The control flow graph can be visualized as follows:
```
A -> B -> C
|
V
D -> E -> F -> G -> C
   |
   V
   H -> C
```

Let's analyze each path:

1. **Path A -> B -> C**
   - Branch at C: (True, False) → 2 branches

2. **Path D -> E -> F -> G -> C**
   - Branch at F: (True, False) → 2 branches
   - Branch at C: (True, False) → 2 branches

3. **Path H -> C**
   - Branch at C: (True, False) → 2 branches

Now, let's count the total number of branches:
- Path A -> B -> C: 2 branches
- Path D -> E -> F -> G -> C: 2 (F) + 2 (C) = 4 branches
- Path H -> C: 2 branches

Total branches: 2 (A-B-C) + 4 (D-E-F-G-C) + 2 (H-C) = 8 branches

Therefore, the answer is 'C' with 8 coverage items needed to test the branches.",C,C,True,K2
